Cell	ImmClassifier_prediction
cell_37383	L:NK
cell_37402	L:T:CD8:EMRA
cell_37408	L:NK
cell_37457	L:T:CD8:EMRA
cell_37475	L:T:CD8:EMRA
cell_37487	L:T:CD8:EMRA
cell_37521	L:NK
cell_37567	L:NK
cell_37584	L:NK
cell_37589	L:NK
cell_37638	L:NK
cell_37647	L:T:CD8:EMRA
cell_37654	L:T:CD8:EMRA
cell_37666	L:NK
cell_37670	L:T:CD8:EMRA
cell_37707	L:unconvT:gdT
cell_37716	L:NK
cell_37872	L:NK
cell_37909	L:NK
cell_37968	L:NK
cell_37980	L:NK
cell_37982	L:NK
cell_38015	L:NK
cell_38018	L:NK
cell_38043	L:T:CD8:EMRA
cell_35911	L:T:CD8:EM
cell_35954	L:T:CD8:CM
cell_36125	L:T:CD8:EM
cell_36130	L:T:CD4:EM
cell_36609	L:T:CD8:EM
cell_36614	L:T:CD4:Treg
cell_36926	L:T:CD4:TRM
cell_36991	L:T:CD4:Naive
cell_37331	L:T:CD8:EM
cell_37409	L:T:CD4:Treg
cell_37446	L:T:CD4:EM
cell_37698	L:T:CD4:Treg
cell_37779	L:T:CD4:TRM
cell_35866	L:T:CD4:Naive
cell_35868	L:unconvT:MAIT
cell_36028	L:T:CD4:EM
cell_36103	L:T:CD4:TRM
cell_36140	L:T:CD4:Tfh
cell_36185	L:T:CD4:EM
cell_36640	L:T:CD4:EM
cell_36668	L:T:CD4:EM
cell_36739	L:T:CD4:TRM
cell_36821	L:T:CD4:Treg
cell_36826	L:T:CD4:Treg
cell_36863	M:Mega
cell_36938	L:T:CD4:EM
cell_36963	L:T:CD4:EM
cell_36970	L:T:CD4:Treg
cell_37050	L:T:CD4:EM
cell_37057	L:T:CD4:EM
cell_37173	L:T:CD4:TRM
cell_37279	L:T:CD4:EM
cell_37556	L:T:CD4:Naive
cell_37636	L:T:CD4:Treg
cell_37794	L:T:CD4:Tfh
cell_37832	L:T:CD4:TRM
cell_38001	L:T:CD4:Treg
cell_38010	L:T:CD4:EM
cell_38046	L:T:CD4:Treg
cell_35771	M:Mono:mDC
cell_35784	M:Mono:Mac
cell_35803	M:Mono:mDC
cell_35939	M:Mono:Mac
cell_35953	M:Mono:mDC
cell_35955	M:Mono:mDC
cell_36027	M:Mono:mDC
cell_36169	M:pDC
cell_36206	M:Mono:Mac
cell_36305	M:Mono:mDC
cell_36341	M:Mono:Mac
cell_36380	M:Mono:Mac
cell_36397	M:Mono:Mac
cell_36546	M:pDC
cell_36561	M:cDC
cell_36621	M:Neu
cell_36624	M:Mono:Mac
cell_36660	M:Mono:mDC
cell_36839	M:Mono:mDC
cell_36847	M:Mono:Mac
cell_36900	M:Mono:Mac
cell_36944	M:Mono:Mac
cell_36967	M:Mono:mDC
cell_36968	M:Mono:Mac
cell_37018	M:Mono:mDC
cell_37069	M:Mono:Mac
cell_37157	M:Mono:Mac
cell_37160	M:Mono:Mac
cell_37178	M:Mono:Mac
cell_37218	M:Mono:Mac
cell_37298	M:pDC
cell_37302	M:pDC
cell_37363	M:Mono:Mac
cell_37445	M:Mono:Mac
cell_37458	M:Mono:Mac
cell_37463	M:Mono:mDC
cell_37466	M:Mono:Mac
cell_37550	M:Mono:mDC
cell_37680	M:Mono:mDC
cell_37690	M:pDC
cell_37726	M:Mono:Mac
cell_37840	M:pDC
cell_37937	M:Mono:Mac
cell_37943	M:Mono:Mac
cell_37983	M:Mono:mDC
cell_37985	M:Mono:mDC
cell_38002	M:Mono:mDC
cell_38020	M:Mono:mDC
cell_35894	M:Mono:Mac
cell_36874	M:Mono:Mac
cell_36890	M:Mono:Mac
cell_37063	M:Mono:Mac
cell_37325	M:Mono:Mac
cell_35961	M:Mono:Mac
cell_36117	M:Mono:Mac
cell_36138	M:Mono:Mac
cell_36924	M:Mono:Mac
cell_37201	M:Neu
cell_37438	CD34
cell_37553	L:B
cell_37665	M:Mono:Mac
cell_37748	M:Mono:Mac
cell_36202	M:Mono:Mac
cell_36463	M:Mono:Mac
cell_37220	M:Mono:Mac
cell_35932	M:Mono:mDC
cell_36260	M:Mono:Mac
cell_36369	M:Mono:Mac
cell_36479	M:Mono:Mac
cell_36545	M:cDC
cell_36707	M:Mono:Mac
cell_36742	M:cDC
cell_36842	M:Mono:Mac
cell_36942	M:Mono:Mac
cell_36992	M:Mono:Mac
cell_37082	M:Neu
cell_37107	M:Mono:Mac
cell_37138	M:Mono:Mac
cell_37246	M:Mono:Mac
cell_37291	M:Mono:Mac
cell_37421	M:Mono:mDC
cell_37506	M:Mono:Mac
cell_37760	M:Mono:Mac
cell_37772	M:Mono:Mac
cell_37810	M:Mono:Mac
cell_37865	M:Mono:Mac
cell_37883	M:Mono:Mac
cell_37915	M:cDC
cell_37939	M:Mono:Mac
cell_38036	L:B
cell_36001	M:Neu
cell_36015	M:Neu
cell_36099	M:Mono:Mac
cell_36119	M:Neu
cell_36126	M:Neu
cell_36131	M:Neu
cell_36160	M:Neu
cell_36238	M:Neu
cell_36291	M:Neu
cell_36312	M:Neu
cell_36377	M:Neu
cell_36458	M:Neu
cell_36478	M:Neu
cell_36498	M:Neu
cell_36511	M:Neu
cell_36703	M:Neu
cell_36755	M:Neu
cell_36861	M:Neu
cell_36905	L:T:CD4:TRM
cell_36947	M:Neu
cell_37116	M:Neu
cell_37135	M:Neu
cell_37147	M:Neu
cell_37189	M:Neu
cell_37193	M:Neu
cell_37208	M:Neu
cell_37287	M:Neu
cell_37326	M:Neu
cell_37375	M:Neu
cell_37417	M:Neu
cell_37448	M:Neu
cell_37497	M:Neu
cell_37515	M:Neu
cell_37563	M:Neu
cell_37677	M:Neu
cell_37700	M:Neu
cell_37719	M:Neu
cell_37789	M:Neu
cell_37792	M:Neu
cell_37799	M:Neu
cell_37958	M:Neu
cell_37975	M:Neu
cell_35988	L:NK
cell_37442	L:NK
cell_37621	L:NK
cell_35777	M:Mast
cell_35904	M:Mast
cell_35981	M:Mast
cell_36019	M:Mast
cell_36048	M:Mast
cell_36163	M:Mast
cell_36190	M:Mast
cell_36247	M:Mast
cell_36404	M:Mast
cell_36411	M:Mast
cell_36526	M:Mast
cell_36685	M:Mast
cell_36748	M:Mast
cell_36772	M:Mast
cell_36782	M:Mast
cell_36904	M:Mast
cell_36918	M:Mast
cell_36925	M:Mast
cell_36975	M:Mast
cell_37025	M:Mast
cell_37103	M:Mast
cell_37145	M:Mast
cell_37154	M:Mast
cell_37179	M:Mast
cell_37205	M:Mast
cell_37362	M:Mast
cell_37367	M:Mast
cell_37418	M:Mast
cell_37443	M:Mast
cell_37500	M:Mast
cell_37528	M:Mast
cell_37579	M:Mast
cell_37583	M:Mast
cell_37608	M:Mast
cell_37771	M:Mast
cell_37823	M:Mast
cell_37839	M:Mast
cell_37858	M:Mast
cell_37877	M:Mast
cell_37882	M:Mast
cell_37928	M:Mast
cell_37936	M:Mast
cell_38039	M:Mast
cell_37074	L:NK
cell_35779	M:Neu
cell_35906	M:Mono:Mac
cell_36530	M:Mono:Mac
cell_35936	M:Mono:Mac
cell_36039	M:Mono:Mac
cell_36287	M:Mono:Mac
cell_36410	M:Mono:Mac
cell_36454	M:Mono:Mac
cell_36653	M:Mono:Mac
cell_36928	M:Mono:Mac
cell_37186	M:Mono:Mac
cell_37459	M:pDC
cell_37504	M:Mono:Mac
cell_37828	M:Mono:Mac
cell_37830	M:Mono:Mac
cell_37935	M:Mono:Mac
cell_36168	M:Neu
cell_36620	M:Neu
cell_36789	M:Neu
cell_36840	M:Mono:Mac
cell_36920	M:Neu
cell_37096	M:Neu
cell_37366	M:Neu
cell_37391	M:Neu
cell_37433	M:Neu
cell_37606	M:Mono:Mac
cell_37622	M:Neu
cell_36342	M:pDC
cell_36493	M:pDC
cell_37067	M:pDC
cell_37753	M:Mono:mDC
cell_36525	L:T:CD8:EM
cell_35806	M:Mast
cell_35809	M:Mast
cell_35952	L:T:CD4:TRM
cell_36094	CD34
cell_36345	L:T:CD4:TRM
cell_36374	L:T:CD4:Treg
cell_36440	L:T:CD4:TRM
cell_36448	L:NK
cell_36497	L:T:CD4:TRM
cell_36505	M:Mast
cell_36527	M:Mega
cell_36608	L:T:CD4:TRM
cell_36776	L:T:CD4:TRM
cell_36884	L:T:CD4:TRM
cell_36971	M:Mast
cell_36997	L:T:CD4:Treg
cell_37041	M:Mast
cell_37081	L:T:CD4:Treg
cell_37234	L:B
cell_37503	L:NK
cell_37522	M:Mast
cell_37674	M:Mega
cell_37702	M:Mast
cell_37855	L:B:PC
cell_37992	CD34
cell_35926	L:T:CD4:Treg
cell_36234	M:Mega
cell_37248	M:pDC
cell_37790	M:cDC
cell_37921	M:cDC
cell_37301	L:NK
cell_37482	L:unconvT:MAIT
cell_38014	L:T:CD8:EM
cell_36823	L:T:CD8:EMRA
cell_37238	L:B
cell_37724	L:T:CD8:EM
cell_36429	M:Mono:Mac
cell_37140	M:Neu
cell_37834	M:Mono:Mac
cell_36161	L:T:CD4:TRM
cell_36897	L:T:CD4:EM
cell_36794	M:Mono:Mac
cell_36648	L:T:CD4:TRM
cell_36676	L:unconvT:MAIT
cell_38150	L:T:CD4:EM
cell_38157	L:T:CD4:Naive
cell_38228	L:T:CD4:Naive
cell_38229	L:T:CD4:Naive
cell_38288	L:T:CD4:EM
cell_38377	L:T:CD4:EM
cell_38512	L:T:CD4:Naive
cell_38521	L:T:CD4:Tfh
cell_38679	L:T:CD4:EM
cell_38727	L:B
cell_38783	L:T:CD4:EM
cell_38975	L:T:CD4:Naive
cell_39112	L:T:CD4:Naive
cell_39369	L:T:CD4:Naive
cell_39374	L:T:CD4:Naive
cell_39545	L:T:CD4:Naive
cell_39724	L:T:CD4:Treg
cell_39818	L:T:CD4:Naive
cell_39834	L:T:CD4:Naive
cell_39847	L:T:CD4:Naive
cell_39868	L:T:CD4:EM
cell_39873	L:T:CD4:Treg
cell_40000	L:T:CD4:Naive
cell_38071	L:T:CD4:EM
cell_38073	L:T:CD4:Naive
cell_38079	L:T:CD4:Treg
cell_38092	L:T:CD4:Naive
cell_38104	L:T:CD4:EM
cell_38111	L:T:CD4:Treg
cell_38112	L:T:CD8:Naive
cell_38122	L:T:CD4:Naive
cell_38134	L:T:CD4:Naive
cell_38155	L:T:CD4:TRM
cell_38166	L:T:CD4:Naive
cell_38194	L:T:CD4:EM
cell_38206	L:T:CD4:EM
cell_38208	L:T:CD4:TRM
cell_38214	L:T:CD4:EM
cell_38245	L:T:CD8:EMRA
cell_38250	L:T:CD4:Naive
cell_38254	L:T:CD4:CM
cell_38255	L:T:CD4:Naive
cell_38287	L:T:CD4:Naive
cell_38291	L:T:CD4:EM
cell_38323	L:T:CD4:Naive
cell_38331	L:T:CD4:Naive
cell_38342	L:T:CD4:EM
cell_38353	L:T:CD4:Treg
cell_38361	L:T:CD4:Naive
cell_38416	L:T:CD4:EM
cell_38419	L:T:CD4:Naive
cell_38429	L:T:CD8:Naive
cell_38432	L:T:CD8:EM
cell_38438	L:T:CD4:EM
cell_38453	L:T:CD4:Treg
cell_38454	L:T:CD4:Naive
cell_38469	L:T:CD4:EM
cell_38481	L:T:CD4:Naive
cell_38490	L:T:CD4:EM
cell_38492	L:T:CD4:Naive
cell_38494	L:T:CD4:Naive
cell_38507	L:T:CD4:EM
cell_38514	L:T:CD4:EM
cell_38524	L:T:CD4:EM
cell_38535	L:T:CD4:EM
cell_38537	L:T:CD4:Treg
cell_38545	L:T:CD4:Naive
cell_38547	L:T:CD4:Naive
cell_38552	L:T:CD4:Naive
cell_38553	L:T:CD4:EM
cell_38569	L:T:CD4:Naive
cell_38578	L:T:CD4:EM
cell_38581	L:T:CD4:EM
cell_38585	L:T:CD4:EM
cell_38632	L:T:CD4:TRM
cell_38638	L:T:CD8:EM
cell_38640	L:T:CD4:EM
cell_38654	L:T:CD4:Naive
cell_38670	L:T:CD4:CM
cell_38691	L:T:CD4:EM
cell_38695	L:unconvT:gdT
cell_38710	L:T:CD4:Naive
cell_38713	L:T:CD4:Naive
cell_38715	L:T:CD4:Naive
cell_38732	L:T:CD4:EM
cell_38741	L:T:CD4:Naive
cell_38747	L:T:CD4:Naive
cell_38752	L:T:CD4:Treg
cell_38760	L:T:CD4:Naive
cell_38766	L:T:CD4:Naive
cell_38769	L:T:CD4:EM
cell_38774	L:T:CD4:EM
cell_38779	L:T:CD4:EM
cell_38798	L:T:CD4:Naive
cell_38801	L:T:CD4:CM
cell_38807	L:T:CD4:CM
cell_38883	L:T:CD4:EM
cell_38888	L:T:CD4:TRM
cell_38890	L:T:CD4:TRM
cell_38901	L:T:CD4:Naive
cell_38919	L:T:CD4:Naive
cell_38926	L:T:CD4:EM
cell_38930	L:T:CD8:EM
cell_38931	L:T:CD4:Naive
cell_38935	L:T:CD4:Naive
cell_38944	L:T:CD4:Naive
cell_38960	L:T:CD4:Naive
cell_38971	L:T:CD4:Naive
cell_38979	L:T:CD4:TRM
cell_38980	L:T:CD4:Naive
cell_38981	L:T:CD4:Treg
cell_38986	L:T:CD4:Naive
cell_39000	L:T:CD4:EM
cell_39011	L:T:CD4:EM
cell_39020	L:T:CD8:Naive
cell_39030	L:T:CD4:EM
cell_39047	L:T:CD4:CM
cell_39052	L:T:CD4:CM
cell_39055	L:T:CD4:Naive
cell_39083	L:T:CD4:Treg
cell_39084	L:T:CD4:EM
cell_39085	L:T:CD4:Naive
cell_39098	L:T:CD4:Naive
cell_39102	L:T:CD4:EM
cell_39105	L:T:CD4:Naive
cell_39110	L:T:CD8:CM
cell_39127	L:T:CD4:CM
cell_39145	L:T:CD4:TRM
cell_39153	L:T:CD4:EM
cell_39181	L:T:CD4:Treg
cell_39198	L:T:CD4:Naive
cell_39200	L:T:CD4:EM
cell_39212	L:T:CD4:Naive
cell_39228	L:T:CD4:Treg
cell_39236	L:B
cell_39237	L:T:CD4:CM
cell_39238	L:T:CD4:Naive
cell_39249	L:T:CD4:Treg
cell_39260	L:T:CD4:Treg
cell_39268	L:T:CD4:EM
cell_39270	L:T:CD4:Naive
cell_39295	L:T:CD4:Naive
cell_39305	L:T:CD4:Naive
cell_39338	L:T:CD4:Naive
cell_39340	L:T:CD4:Naive
cell_39341	L:T:CD4:CM
cell_39345	L:T:CD4:EM
cell_39349	L:T:CD4:EM
cell_39355	L:T:CD4:EM
cell_39358	L:T:CD4:Naive
cell_39359	L:T:CD4:EM
cell_39361	L:T:CD4:EM
cell_39407	L:T:CD4:TRM
cell_39408	L:T:CD4:EM
cell_39419	L:T:CD4:EM
cell_39431	L:T:CD4:EM
cell_39445	L:T:CD4:Naive
cell_39465	L:T:CD4:Naive
cell_39469	L:T:CD4:EM
cell_39475	L:T:CD4:Naive
cell_39485	L:T:CD4:EM
cell_39488	L:T:CD4:EM
cell_39500	L:T:CD4:EM
cell_39520	L:T:CD4:EM
cell_39522	L:B
cell_39534	L:T:CD4:Naive
cell_39535	L:T:CD4:Naive
cell_39540	L:T:CD8:Naive
cell_39541	L:T:CD4:Naive
cell_39542	L:T:CD4:Naive
cell_39549	L:T:CD4:EM
cell_39572	L:T:CD4:Naive
cell_39573	L:T:CD4:Naive
cell_39586	L:T:CD4:EM
cell_39595	L:T:CD4:EM
cell_39608	L:T:CD4:EM
cell_39614	L:T:CD4:EM
cell_39621	L:T:CD4:Naive
cell_39629	L:T:CD4:EM
cell_39634	L:T:CD4:EM
cell_39639	L:T:CD4:Naive
cell_39640	L:T:CD4:TRM
cell_39643	L:T:CD4:EM
cell_39645	L:T:CD4:Treg
cell_39660	L:T:CD4:Naive
cell_39691	L:T:CD4:Naive
cell_39701	L:T:CD4:EM
cell_39704	L:T:CD4:EM
cell_39721	L:T:CD4:EM
cell_39735	L:B
cell_39761	L:T:CD4:EM
cell_39786	L:T:CD4:Treg
cell_39788	L:T:CD4:Treg
cell_39815	L:T:CD4:EM
cell_39835	L:B
cell_39850	L:T:CD4:EM
cell_39852	L:T:CD4:Naive
cell_39874	L:T:CD4:EM
cell_39899	L:T:CD8:CM
cell_39907	L:T:CD4:Naive
cell_39909	L:T:CD4:EM
cell_39948	L:T:CD4:Treg
cell_39965	L:T:CD4:Naive
cell_39983	L:T:CD4:Naive
cell_39985	L:T:CD4:TRM
cell_39998	L:T:CD4:EM
cell_40002	L:T:CD8:CM
cell_38064	L:B
cell_38136	L:T:CD8:Naive
cell_38143	L:unconvT:gdT
cell_38152	L:T:CD4:Naive
cell_38183	L:T:CD4:EM
cell_38187	L:T:CD4:EM
cell_38200	L:T:CD4:Treg
cell_38239	L:unconvT:MAIT
cell_38247	L:T:CD4:Naive
cell_38316	L:T:CD4:Treg
cell_38318	L:T:CD4:Naive
cell_38328	L:T:CD4:TRM
cell_38354	L:T:CD4:EM
cell_38366	L:T:CD4:Naive
cell_38369	L:T:CD4:Naive
cell_38381	L:T:CD4:Naive
cell_38382	L:T:CD8:EM
cell_38395	L:B
cell_38403	L:T:CD4:EM
cell_38411	L:T:CD4:TRM
cell_38417	L:T:CD4:Tfh
cell_38427	L:T:CD4:TRM
cell_38483	L:unconvT:gdT
cell_38493	L:T:CD4:EM
cell_38495	L:NK
cell_38517	L:T:CD4:EM
cell_38522	L:T:CD4:TRM
cell_38523	L:T:CD4:Treg
cell_38539	L:T:CD8:Naive
cell_38541	L:B
cell_38543	L:T:CD4:Naive
cell_38549	L:T:CD4:Naive
cell_38566	L:T:CD4:TRM
cell_38574	L:T:CD4:TRM
cell_38577	L:T:CD8:EM
cell_38591	L:T:CD4:EM
cell_38607	L:T:CD4:EM
cell_38616	L:T:CD4:Naive
cell_38692	L:T:CD8:EM
cell_38723	L:T:CD4:Naive
cell_38754	L:T:CD4:EM
cell_38758	L:T:CD8:EM
cell_38772	L:unconvT:gdT
cell_38781	L:T:CD4:Naive
cell_38786	L:T:CD4:TRM
cell_38793	L:T:CD4:Naive
cell_38822	L:T:CD4:TRM
cell_38847	L:T:CD4:Naive
cell_38853	L:T:CD4:EM
cell_38877	L:T:CD8:EM
cell_38915	L:T:CD8:CM
cell_39014	L:T:CD4:Naive
cell_39017	L:T:CD8:CM
cell_39023	L:T:CD4:Naive
cell_39033	L:T:CD8:EM
cell_39095	L:T:CD4:Naive
cell_39111	L:T:CD8:Naive
cell_39126	L:T:CD4:Naive
cell_39144	L:T:CD4:EM
cell_39151	L:T:CD8:EM
cell_39155	L:T:CD4:EM
cell_39159	L:B
cell_39182	L:T:CD4:TRM
cell_39190	L:T:CD4:EM
cell_39208	L:unconvT:MAIT
cell_39243	L:T:CD4:Naive
cell_39245	L:T:CD4:TRM
cell_39290	L:T:CD4:Naive
cell_39293	L:T:CD4:Naive
cell_39298	L:T:CD4:Naive
cell_39327	L:T:CD4:Naive
cell_39381	L:unconvT:gdT
cell_39420	L:T:CD8:EM
cell_39434	L:B
cell_39444	L:T:CD4:EM
cell_39484	L:unconvT:gdT
cell_39491	L:NK
cell_39494	M:Mast
cell_39592	L:T:CD4:Naive
cell_39594	L:T:CD4:EM
cell_39596	L:T:CD4:EM
cell_39615	L:T:CD8:EM
cell_39622	L:T:CD4:Treg
cell_39630	L:T:CD8:TRM
cell_39737	L:T:CD4:TRM
cell_39738	L:T:CD8:Naive
cell_39769	L:T:CD4:Treg
cell_39789	L:T:CD8:EMRA
cell_39843	L:T:CD8:CM
cell_39849	L:T:CD4:Naive
cell_39854	L:T:CD4:Naive
cell_39855	L:unconvT:gdT
cell_39890	L:T:CD4:Naive
cell_39898	L:B
cell_39910	L:T:CD4:Treg
cell_39920	L:T:CD4:Naive
cell_39928	L:B
cell_39931	L:T:CD8:EM
cell_39959	L:T:CD4:EM
cell_40009	L:T:CD4:Naive
cell_38062	L:NK
cell_38106	L:T:CD8:EM
cell_38130	L:NK
cell_38131	L:NK
cell_38142	L:NK
cell_38172	L:NK
cell_38176	L:NK
cell_38246	L:NK
cell_38252	L:NK
cell_38260	L:T:CD8:EMRA
cell_38262	L:NK
cell_38273	L:NK
cell_38300	L:NK
cell_38313	L:T:CD8:EMRA
cell_38317	L:NK
cell_38346	L:NK
cell_38348	L:NK
cell_38360	L:T:CD8:EMRA
cell_38380	L:NK
cell_38385	L:NK
cell_38390	L:NK
cell_38423	L:NK
cell_38431	L:NK
cell_38447	L:NK
cell_38449	L:NK
cell_38451	L:NK
cell_38471	L:T:CD8:EMRA
cell_38506	L:T:CD8:TRM
cell_38513	L:NK
cell_38562	L:NK
cell_38565	L:NK
cell_38584	L:NK
cell_38590	L:NK
cell_38604	L:T:CD8:Naive
cell_38636	L:NK
cell_38644	L:NK
cell_38669	L:NK
cell_38714	L:NK
cell_38740	L:NK
cell_38753	L:NK
cell_38756	L:NK
cell_38788	L:NK
cell_38802	L:NK
cell_38817	L:NK
cell_38837	L:T:CD8:EM
cell_38891	L:NK
cell_38896	L:NK
cell_38910	L:NK
cell_38952	L:NK
cell_38976	L:T:CD8:EM
cell_39016	L:NK
cell_39057	L:NK
cell_39075	L:NK
cell_39121	L:NK
cell_39131	L:NK
cell_39214	L:NK
cell_39250	L:NK
cell_39299	L:NK
cell_39303	L:NK
cell_39308	L:NK
cell_39311	L:NK
cell_39314	L:NK
cell_39315	L:NK
cell_39325	L:NK
cell_39363	L:T:CD8:EM
cell_39455	L:NK
cell_39470	L:NK
cell_39479	L:NK
cell_39554	L:NK
cell_39565	L:NK
cell_39566	L:NK
cell_39580	L:NK
cell_39584	L:NK
cell_39603	L:NK
cell_39611	L:NK
cell_39613	L:T:CD8:EMRA
cell_39619	L:NK
cell_39641	L:NK
cell_39653	L:NK
cell_39677	L:NK
cell_39678	L:NK
cell_39726	L:NK
cell_39729	L:NK
cell_39736	L:NK
cell_39744	L:NK
cell_39752	L:T:CD4:TRM
cell_39756	L:NK
cell_39783	L:NK
cell_39790	L:T:CD8:EMRA
cell_39805	L:NK
cell_39828	L:NK
cell_39831	L:NK
cell_39836	L:NK
cell_39839	L:NK
cell_39848	L:NK
cell_39861	L:NK
cell_39916	L:NK
cell_39921	L:T:CD8:EM
cell_39947	L:NK
cell_39958	L:NK
cell_39973	L:NK
cell_39974	L:T:CD8:EM
cell_39987	L:T:CD8:EMRA
cell_39994	L:NK
cell_40006	L:NK
cell_40013	L:NK
cell_38058	L:T:CD8:EM
cell_38061	L:T:CD4:TRM
cell_38067	L:T:CD8:EM
cell_38070	L:T:CD8:EM
cell_38078	L:T:CD8:EMRA
cell_38084	L:T:CD8:EMRA
cell_38085	L:unconvT:MAIT
cell_38089	L:unconvT:MAIT
cell_38094	L:T:CD4:Treg
cell_38095	L:T:CD4:TRM
cell_38097	L:T:CD4:EM
cell_38098	L:T:CD8:EM
cell_38100	L:T:CD8:EMRA
cell_38109	L:T:CD4:EM
cell_38110	L:unconvT:MAIT
cell_38115	M:Mega
cell_38116	L:T:CD8:EM
cell_38117	L:T:CD8:EM
cell_38133	L:T:CD4:Treg
cell_38137	L:T:CD4:EM
cell_38141	L:T:CD8:Naive
cell_38144	L:T:CD8:EM
cell_38148	L:T:CD4:TRM
cell_38149	L:T:CD4:TRM
cell_38151	L:T:CD4:EM
cell_38153	L:T:CD8:EM
cell_38156	L:T:CD8:EM
cell_38167	L:T:CD4:Tfh
cell_38178	L:T:CD8:EM
cell_38188	L:NK
cell_38209	L:T:CD4:Treg
cell_38211	L:T:CD8:EM
cell_38216	L:T:CD4:TRM
cell_38221	L:T:CD4:EM
cell_38223	L:unconvT:MAIT
cell_38226	L:B
cell_38227	L:T:CD8:EM
cell_38230	L:unconvT:gdT
cell_38234	L:T:CD8:EM
cell_38248	M:Mega
cell_38253	L:T:CD4:TRM
cell_38256	L:T:CD8:EM
cell_38259	L:T:CD8:EM
cell_38261	L:T:CD4:TRM
cell_38266	L:T:CD4:EM
cell_38269	L:unconvT:gdT
cell_38271	M:Mast
cell_38276	L:T:CD4:TRM
cell_38285	L:unconvT:MAIT
cell_38286	L:T:CD8:EM
cell_38289	L:unconvT:gdT
cell_38293	L:T:CD4:EM
cell_38294	L:T:CD8:EM
cell_38295	L:NK
cell_38297	L:T:CD8:CM
cell_38301	L:T:CD4:Tfh
cell_38303	L:T:CD8:EMRA
cell_38304	L:T:CD8:EM
cell_38306	L:NK
cell_38335	L:unconvT:gdT
cell_38337	L:T:CD4:TRM
cell_38341	L:T:CD4:Naive
cell_38347	L:T:CD8:EM
cell_38349	L:T:CD8:EM
cell_38358	L:T:CD4:EM
cell_38359	L:T:CD4:EM
cell_38364	L:unconvT:gdT
cell_38373	L:B
cell_38384	L:T:CD4:TRM
cell_38389	L:T:CD8:EM
cell_38399	L:T:CD8:CM
cell_38402	L:T:CD8:EM
cell_38405	L:unconvT:gdT
cell_38414	L:unconvT:gdT
cell_38418	L:unconvT:gdT
cell_38424	L:T:CD8:EM
cell_38425	L:T:CD8:EM
cell_38430	L:T:CD4:TRM
cell_38442	L:T:CD4:TRM
cell_38444	L:T:CD4:TRM
cell_38445	L:T:CD4:TRM
cell_38446	L:T:CD8:EM
cell_38470	L:unconvT:MAIT
cell_38475	L:NK
cell_38480	L:T:CD4:Tfh
cell_38482	L:T:CD4:Treg
cell_38486	L:T:CD4:TRM
cell_38487	L:T:CD4:Treg
cell_38489	L:T:CD4:EM
cell_38496	L:T:CD8:CM
cell_38500	M:Mast
cell_38510	L:T:CD4:EM
cell_38511	L:B
cell_38516	L:T:CD4:EM
cell_38519	L:T:CD4:TRM
cell_38526	L:unconvT:MAIT
cell_38533	L:unconvT:MAIT
cell_38544	L:T:CD8:CM
cell_38546	L:T:CD8:EM
cell_38556	L:T:CD8:EMRA
cell_38570	L:T:CD4:EM
cell_38576	L:T:CD4:TRM
cell_38593	L:T:CD4:TRM
cell_38595	L:unconvT:gdT
cell_38596	L:unconvT:gdT
cell_38597	L:T:CD8:EM
cell_38599	L:unconvT:MAIT
cell_38613	L:T:CD8:EM
cell_38614	L:T:CD4:TRM
cell_38615	L:T:CD4:Treg
cell_38623	L:unconvT:gdT
cell_38628	L:T:CD8:EM
cell_38631	L:T:CD4:EM
cell_38639	L:T:CD8:EM
cell_38649	L:T:CD8:EM
cell_38650	L:unconvT:gdT
cell_38666	L:T:CD4:Naive
cell_38668	L:NK
cell_38675	L:NK
cell_38676	L:B
cell_38678	L:unconvT:gdT
cell_38680	L:T:CD4:TRM
cell_38682	L:T:CD8:TRM
cell_38686	L:T:CD8:CM
cell_38709	L:T:CD4:TRM
cell_38711	L:T:CD4:TRM
cell_38712	L:T:CD4:EM
cell_38719	M:Mast
cell_38721	L:NK
cell_38728	L:T:CD4:TRM
cell_38731	L:NK
cell_38734	L:T:CD8:EM
cell_38737	L:T:CD8:EM
cell_38739	L:T:CD4:EM
cell_38746	L:T:CD4:TRM
cell_38751	L:T:CD8:EM
cell_38762	L:T:CD4:Naive
cell_38767	L:unconvT:gdT
cell_38775	L:T:CD4:EM
cell_38777	L:unconvT:MAIT
cell_38782	L:T:CD4:TRM
cell_38791	L:T:CD8:CM
cell_38792	L:unconvT:MAIT
cell_38794	L:T:CD4:EM
cell_38796	L:T:CD8:EM
cell_38800	L:unconvT:gdT
cell_38805	L:NK
cell_38806	L:unconvT:gdT
cell_38810	L:T:CD8:EM
cell_38814	L:T:CD8:Naive
cell_38826	L:T:CD4:TRM
cell_38832	L:T:CD4:EM
cell_38833	L:NK
cell_38835	L:T:CD8:EM
cell_38839	L:T:CD4:Naive
cell_38843	L:unconvT:gdT
cell_38852	L:unconvT:gdT
cell_38860	L:unconvT:MAIT
cell_38862	L:T:CD4:EM
cell_38868	L:NK
cell_38873	L:T:CD8:EMRA
cell_38874	L:NK
cell_38876	L:T:CD4:Tfh
cell_38884	L:T:CD4:EM
cell_38887	L:unconvT:gdT
cell_38892	L:T:CD4:Treg
cell_38893	L:NK
cell_38898	L:NK
cell_38903	L:T:CD8:EM
cell_38906	L:T:CD4:EM
cell_38907	L:unconvT:gdT
